,wikidata,bathwateridentifier,status,eionet,euType,euMotive,NotEuMotive,link,WD
1280,Q106711631,SE0241814000003852,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241814000003852,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241814000003852'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711631'>link WD</a>
1284,Q106711644,SE0A21443000003854,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21443000003854,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21443000003854'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711644'>link WD</a>
1285,Q106711645,SE0A21443000003855,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21443000003855,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21443000003855'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711645'>link WD</a>
1288,Q106711654,SE0441261000003868,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441261000003868,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441261000003868'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711654'>link WD</a>
1292,Q106711676,SE0A21407000003873,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21407000003873,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21407000003873'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711676'>link WD</a>
1293,Q106711682,SE0A21407000003877,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21407000003877,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21407000003877'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711682'>link WD</a>
1294,Q106711680,SE0A21407000003876,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21407000003876,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21407000003876'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711680'>link WD</a>
1296,Q106711687,SE0A21407000003881,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21407000003881,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21407000003881'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711687'>link WD</a>
1298,Q106711691,SE0A21407000003883,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21407000003883,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21407000003883'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711691'>link WD</a>
1299,Q106711689,SE0A21407000003882,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21407000003882,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21407000003882'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711689'>link WD</a>
1300,Q106711693,SE0A21407000003884,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21407000003884,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21407000003884'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711693'>link WD</a>
1301,Q106708443,SE0930884000001433,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930884000001433,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930884000001433'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708443'>link WD</a>
1304,Q106708451,SE0110186000001454,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110186000001454,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110186000001454'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708451'>link WD</a>
1307,Q106708452,SE0110123000001468,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110123000001468,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110123000001468'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708452'>link WD</a>
1309,Q106708459,SE0110191000001488,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110191000001488,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110191000001488'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708459'>link WD</a>
1313,Q106708460,SE0110191000001489,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110191000001489,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110191000001489'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708460'>link WD</a>
1315,Q106708461,SE0110191000001490,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110191000001490,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110191000001490'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708461'>link WD</a>
1316,Q106708462,SE0A21427000001495,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21427000001495,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21427000001495'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708462'>link WD</a>
1317,Q106708466,SE0910683000001501,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910683000001501,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910683000001501'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708466'>link WD</a>
1318,Q106708465,SE0910683000001500,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910683000001500,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910683000001500'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708465'>link WD</a>
1320,Q106708470,SE0910683000001508,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910683000001508,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910683000001508'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708470'>link WD</a>
1322,Q106708467,SE0910683000001503,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910683000001503,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910683000001503'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708467'>link WD</a>
1331,Q106708478,SE0910683000001516,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910683000001516,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910683000001516'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708478'>link WD</a>
1332,Q106708483,SE0910683000001517,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910683000001517,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910683000001517'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708483'>link WD</a>
1358,Q106708512,SE0920780000001551,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920780000001551,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920780000001551'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708512'>link WD</a>
1365,Q106708523,SE0920780000001562,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920780000001562,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920780000001562'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708523'>link WD</a>
1372,Q106708531,SE0920780000001570,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920780000001570,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920780000001570'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708531'>link WD</a>
1373,Q106708534,SE0920780000001573,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920780000001573,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920780000001573'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708534'>link WD</a>
1376,Q106708532,SE0920780000001571,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920780000001571,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920780000001571'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708532'>link WD</a>
1380,Q106708546,SE0920764000001586,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920764000001586,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920764000001586'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708546'>link WD</a>
1381,Q106708545,SE0920764000001585,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920764000001585,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920764000001585'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708545'>link WD</a>
1383,Q106708547,SE0920764000001589,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920764000001589,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920764000001589'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708547'>link WD</a>
1384,Q106708554,SE0920764000001596,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920764000001596,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920764000001596'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708554'>link WD</a>
1388,Q106708558,SE0110114000001601,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110114000001601,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110114000001601'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708558'>link WD</a>
1395,Q106708560,SE0910686000001603,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910686000001603,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910686000001603'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708560'>link WD</a>
1397,Q106708570,SE0910686000001608,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910686000001608,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910686000001608'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708570'>link WD</a>
1399,Q106708569,SE0910686000001607,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910686000001607,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910686000001607'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708569'>link WD</a>
1402,Q106707835,SE0930885000000742,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000742,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000742'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707835'>link WD</a>
1405,Q106707844,SE0A21472000000753,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21472000000753,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21472000000753'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707844'>link WD</a>
1406,Q106707847,SE0A21472000000757,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21472000000757,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21472000000757'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707847'>link WD</a>
1407,Q106707840,SE0220482000000749,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220482000000749,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220482000000749'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707840'>link WD</a>
1409,Q106707841,SE0220482000000750,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220482000000750,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220482000000750'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707841'>link WD</a>
1410,Q106707850,SE0210305000000759,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0210305000000759,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0210305000000759'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707850'>link WD</a>
1411,Q106707848,SE0210305000000758,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0210305000000758,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0210305000000758'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707848'>link WD</a>
1415,Q106707858,SE0210319000000771,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0210319000000771,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0210319000000771'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707858'>link WD</a>
1423,Q106707863,SE0930880000000781,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000781,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000781'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707863'>link WD</a>
1424,Q106707864,SE0930880000000782,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000782,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000782'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707864'>link WD</a>
1426,Q106707867,SE0930880000000785,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000785,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000785'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707867'>link WD</a>
1427,Q106707865,SE0930880000000783,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000783,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000783'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707865'>link WD</a>
1428,Q106707870,SE0930880000000788,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000788,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000788'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707870'>link WD</a>
1430,Q106707868,SE0930880000000786,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000786,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000786'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707868'>link WD</a>
1431,Q106707874,SE0930880000000792,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000792,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000792'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707874'>link WD</a>
1434,Q106707873,SE0930880000000791,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000791,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000791'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707873'>link WD</a>
1435,Q106707878,SE0930880000000796,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000796,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000796'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707878'>link WD</a>
1436,Q106707876,SE0930880000000794,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000794,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000000794'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707876'>link WD</a>
